#,,,,Start,,,Highest Point,,,End,,,,,,
#,Date,Satellite,Brightness (mag),Time,Altitude,Azimuth,Time,Altitude,Azimuth,Time,Altitude,Azimuth,,,,
,14-Oct,STARLINK-2614,3.4,19:52:04,10°,NW,19:55:44,88°,SW,19:59:53,10°,SE,,,,
,14-Oct,STARLINK-1927,5.3,19:52:04,10°,N,19:54:08,19°,NNE,19:54:08,19°,NNE,,,,
,14-Oct,STARLINK-4170,4.8,19:52:10,10°,SSW,19:55:45,28°,SE,19:57:00,24°,ESE,,,,
,14-Oct,STARLINK-4618,5.5,19:52:28,10°,N,19:53:16,14°,NNE,19:53:16,14°,NNE,,,,
,14-Oct,OBJECT BG,?,19:52:47,10°,SW,19:54:11,13°,WSW,19:55:33,10°,WNW,,,,
,14-Oct,STARLINK-4406,5.4,19:52:48,10°,S,20:00:21,68°,WSW,20:06:06,10°,NNW,,,,
,14-Oct,FLOCK 4S 12,?,19:52:58,10°,SSW,19:55:07,20°,WSW,19:57:14,10°,NW,,,,
,14-Oct,STARLINK-1633,4.4,19:53:01,10°,SW,19:58:06,73°,NW,20:01:41,21°,NNE,,,,
,14-Oct,STARLINK-5050,6.5,19:53:06,10°,WSW,19:55:43,16°,SW,19:58:22,10°,S,,,,
,14-Oct,STARLINK-3740,4.7,19:53:18,10°,WNW,19:57:21,47°,SW,20:01:19,10°,SSE,,,,
,14-Oct,STARLINK-1036,5.8,19:53:36,10°,S,19:56:12,15°,SSE,19:57:37,13°,SE,,,,
,14-Oct,FLOCK 4S 48,?,19:53:37,10°,SSE,19:56:39,81°,ENE,19:59:36,10°,N,,,,
,14-Oct,STARLINK-1924,4.4,19:53:59,10°,WSW,19:57:39,42°,NW,20:00:08,18°,NNE,,,,
,14-Oct,STARLINK-4027,3.7,19:54:05,10°,NNW,19:57:58,49°,NE,20:00:07,23°,ESE,,,,
,14-Oct,STARLINK-2485,4.7,19:54:06,10°,SSW,19:57:34,28°,SE,19:58:37,24°,ESE,,,,
,14-Oct,STARLINK-2055,3.7,19:54:21,10°,NW,19:58:37,88°,SW,20:03:08,10°,SE,,,,
,14-Oct,STARLINK-2659,4.7,19:54:22,10°,SSW,19:58:21,33°,SE,19:59:44,27°,ESE,,,,
,14-Oct,STARLINK-3907,?,19:54:25,10°,N,19:54:45,11°,NNE,19:54:45,11°,NNE,,,,
,14-Oct,STARLINK-1291,2.6,19:54:38,10°,NW,19:56:49,71°,SW,19:59:32,13°,SE,,,,
,14-Oct,STARLINK-1766,5.9,19:54:49,10°,SW,20:08:01,87°,SE,20:13:49,25°,NE,,,,
,14-Oct,STARLINK-1037,5.4,19:54:53,10°,SSW,20:00:52,40°,SE,20:03:59,25°,E,,,,
,14-Oct,STARLINK-1657,7,19:55:01,10°,SW,19:55:40,10°,SSW,19:56:21,10°,SSW,,,,
,14-Oct,STARLINK-2763,5.8,19:55:03,10°,N,19:55:34,12°,NNE,19:55:34,12°,NNE,,,,
,14-Oct,OBJECT BC,?,19:55:05,10°,S,19:57:46,30°,WSW,20:00:23,10°,NW,,,,
,14-Oct,STARLINK-3739,4.3,19:55:07,10°,NNW,19:58:58,34°,NE,19:59:26,33°,ENE,,,,
,14-Oct,STARLINK-1318,5.3,19:55:08,10°,WNW,20:00:15,42°,SW,20:04:18,10°,SSE,,,,
,14-Oct,STARLINK-4196,?,19:55:21,10°,W,19:58:39,23°,SW,20:02:00,10°,SSE,,,,
,14-Oct,STARLINK-2667,3.7,19:55:23,10°,NNW,19:59:22,53°,NE,20:02:12,19°,ESE,,,,
,14-Oct,STARLINK-3541,?,19:55:24,10°,W,19:58:47,24°,SW,20:02:15,10°,SSE,,,,
,14-Oct,STARLINK-3176,?,19:55:38,10°,WSW,19:58:01,15°,SSW,20:00:25,10°,S,,,,
,14-Oct,STARLINK-4136,3.5,19:55:39,10°,SW,19:59:07,64°,NW,20:00:43,29°,NNE,,,,
,14-Oct,STARLINK-3621,5.9,19:55:40,10°,S,19:58:15,15°,SE,19:59:41,13°,SE,,,,
,14-Oct,STARLINK-4682,3.3,19:55:52,10°,SW,19:59:33,63°,SE,20:00:40,40°,ENE,,,,
,14-Oct,STARLINK-1324,6.1,19:55:55,10°,W,19:58:09,15°,WNW,20:00:22,10°,NNW,,,,
,14-Oct,STARLINK-2499,4.9,19:55:57,10°,N,19:58:39,24°,NE,19:58:39,24°,NE,,,,
,14-Oct,STARLINK-3811,4.6,19:55:59,10°,SSW,19:59:45,32°,SE,20:00:54,27°,ESE,,,,
,14-Oct,STARLINK-1755,3.5,19:56:05,10°,NW,20:00:05,87°,SW,20:04:08,10°,SE,,,,
,14-Oct,STARLINK-4141,5.5,19:56:08,10°,S,19:58:44,16°,SE,19:59:39,15°,SE,,,,
,14-Oct,STARLINK-4688,4.9,19:56:43,10°,WSW,19:59:33,27°,NW,20:01:41,14°,N,,,,
,14-Oct,STARLINK-2711,5.9,19:56:49,10°,N,19:56:57,11°,N,19:56:57,11°,N,,,,
,14-Oct,STARLINK-1821,5.1,19:56:54,10°,WSW,20:00:29,33°,NW,20:03:48,13°,N,,,,
,14-Oct,STARLINK-4810,4.7,19:56:57,10°,WNW,20:00:51,44°,SW,20:04:46,10°,SSE,,,,
,14-Oct,STARLINK-4782,3.9,19:57:02,10°,NNW,20:00:56,43°,NE,20:02:17,32°,E,,,,
,14-Oct,STARLINK-4149,3.9,19:57:11,10°,NNW,20:00:45,35°,NE,20:00:45,35°,NE,,,,
,14-Oct,STARLINK-4145,4,19:57:16,10°,SSW,20:01:20,50°,SE,20:02:39,35°,E,,,,
,14-Oct,STARLINK-4101,5.3,19:57:18,10°,S,20:00:16,19°,SE,20:01:09,18°,SE,,,,
,14-Oct,STARLINK-2340,7,19:57:30,10°,WSW,20:00:41,16°,SSW,20:04:38,10°,SSE,,,,
,14-Oct,STARLINK-1686,4.4,19:57:32,10°,SSW,20:02:06,48°,SE,20:04:05,31°,E,,,,
,14-Oct,STARLINK-1767,7.5,19:57:51,10°,SW,20:07:08,21°,S,20:13:41,10°,SE,,,,
,14-Oct,STARLINK-4104,4.7,19:57:59,10°,WSW,20:01:57,42°,NW,20:04:40,18°,N,,,,
,14-Oct,STARLINK-1232,4,19:58:01,10°,WNW,20:01:26,52°,SW,20:05:03,10°,SSE,,,,
,14-Oct,STARLINK-2688,4.5,19:58:06,10°,SSW,20:02:02,36°,SE,20:03:12,30°,ESE,,,,
,14-Oct,STARLINK-1907,5.6,19:58:21,10°,WSW,20:01:08,20°,WNW,20:03:47,10°,N,,,,
,14-Oct,STARLINK-4755,4,19:58:27,10°,NW,20:02:32,66°,SW,20:06:40,10°,SE,,,,
,14-Oct,STARLINK-1022,6.9,19:58:28,10°,SW,20:00:56,14°,SSW,20:03:37,10°,S,,,,
,14-Oct,STARLINK-1770,4,19:58:33,10°,NNW,20:02:46,64°,NE,20:08:21,10°,SE,,,,
,14-Oct,STARLINK-2298,3.6,19:58:41,10°,SW,20:02:50,70°,SE,20:04:20,38°,ENE,,,,
,14-Oct,STARLINK-1955,6.7,19:58:44,10°,W,20:05:04,28°,SW,20:09:26,10°,SSE,,,,
,14-Oct,FLOCK 4S 46,?,19:58:44,10°,SSE,20:01:35,46°,E,20:01:35,46°,E,,,,
,14-Oct,STARLINK-1043,5.3,19:58:51,10°,SSW,20:02:37,24°,SE,20:03:55,21°,ESE,,,,
,14-Oct,STARLINK-1154,3.6,19:58:53,10°,NW,20:03:11,77°,NE,20:07:44,10°,SE,,,,
,14-Oct,STARLINK-1961,3.4,19:58:59,10°,SW,20:02:58,74°,SE,20:04:10,41°,ENE,,,,
,14-Oct,STARLINK-3334,4.2,19:59:05,10°,SW,20:03:12,53°,NW,20:05:32,24°,NNE,,,,
,14-Oct,STARLINK-1573,5.2,19:59:06,10°,WNW,20:02:56,37°,SW,20:06:55,10°,SSE,,,,
,14-Oct,STARLINK-3353,5.9,19:59:08,10°,WSW,20:03:16,27°,NW,20:07:21,10°,N,,,,
,14-Oct,STARLINK-3195,?,19:59:24,10°,NW,20:04:01,55°,SW,20:08:16,10°,SSE,,,,
,14-Oct,STARLINK-1894,3.9,19:59:26,10°,SSW,20:03:31,54°,SE,20:04:47,38°,E,,,,
,14-Oct,KEPLER-13 (LUCKY),?,19:59:31,10°,SW,20:01:11,15°,WSW,20:02:49,10°,WNW,,,,
,14-Oct,STARLINK-1134,4.6,19:59:40,10°,SSW,20:03:13,28°,SE,20:03:57,26°,ESE,,,,
,14-Oct,STARLINK-4298,5.7,19:59:57,10°,WSW,20:03:04,22°,NW,20:06:10,10°,N,,,,
,14-Oct,STARLINK-3959,5.6,20:00:02,10°,N,20:01:38,17°,NNE,20:01:38,17°,NNE,,,,
,14-Oct,STARLINK-2243,4.2,20:00:04,10°,SW,20:03:32,44°,NW,20:05:21,24°,N,,,,
,14-Oct,STARLINK-2291,3.7,20:00:22,10°,NW,20:04:16,71°,SW,20:08:12,10°,SE,,,,
,14-Oct,STARLINK-2056,4.7,20:00:53,10°,WSW,20:04:25,36°,NW,20:06:45,19°,N,,,,
,14-Oct,STARLINK-1725,6.2,20:01:11,10°,W,20:03:29,15°,NW,20:05:49,10°,NNW,,,,
,14-Oct,STARLINK-3155,?,20:01:22,10°,SW,20:05:25,60°,NW,20:07:20,29°,NNE,,,,
,14-Oct,STARLINK-4754,6.5,20:01:30,10°,WSW,20:04:22,17°,SW,20:07:17,10°,S,,,,
,14-Oct,STARLINK-3156,5.4,20:01:30,10°,SSW,20:04:48,20°,SE,20:05:49,19°,SE,,,,
,14-Oct,STARLINK-3325,4.7,20:01:43,10°,SSW,20:05:23,29°,SE,20:06:11,27°,ESE,,,,
,14-Oct,STARLINK-2408,4.5,20:01:44,10°,WNW,20:05:28,45°,SW,20:09:12,10°,SSE,,,,
,14-Oct,STARLINK-3513,?,20:01:59,10°,NW,20:06:06,88°,SW,20:10:15,10°,SE,,,,
,14-Oct,STARLINK-1739,4.1,20:02:21,10°,SW,20:05:47,44°,NW,20:07:24,26°,N,,,,
,14-Oct,STARLINK-2123,4.6,20:02:22,10°,N,20:05:35,31°,NE,20:05:35,31°,NE,,,,
,14-Oct,STARLINK-1643,8.2,20:02:38,10°,WSW,20:11:27,24°,WNW,20:22:14,10°,NNW,,,,
,14-Oct,STARLINK-4181,?,20:02:39,10°,N,20:03:47,16°,N,20:03:47,16°,N,,,,
,14-Oct,STARLINK-4000,4.5,20:02:51,10°,NNW,20:05:32,29°,NNE,20:05:32,29°,NNE,,,,
,14-Oct,STARLINK-3984,6.4,20:02:57,10°,W,20:05:46,18°,SW,20:08:37,10°,S,,,,
,14-Oct,STARLINK-3349,4.7,20:02:59,10°,SSW,20:07:08,35°,SE,20:08:15,31°,ESE,,,,
,14-Oct,STARLINK-3292,?,20:03:21,10°,S,20:05:13,12°,SSE,20:06:30,11°,SE,,,,
,14-Oct,STARLINK-4209,?,20:03:23,10°,WNW,20:07:23,52°,SW,20:11:30,10°,SSE,,,,
,14-Oct,STARLINK-1143,7,20:03:27,10°,N,20:14:03,30°,ENE,20:24:02,10°,ESE,,,,
,14-Oct,STARLINK-3819,6.1,20:03:28,10°,SSE,20:04:32,11°,SSE,20:05:33,10°,SE,,,,
,14-Oct,STARLINK-1680,5.9,20:03:29,10°,SSE,20:04:44,11°,SSE,20:05:24,11°,SE,,,,
,14-Oct,STARLINK-1140,6.2,20:03:32,10°,S,20:04:59,11°,SSE,20:06:18,10°,SE,,,,
,14-Oct,STARLINK-3800,5.7,20:04:00,10°,S,20:06:25,15°,SE,20:07:08,14°,SE,,,,
,14-Oct,STARLINK-4292,5.6,20:04:02,10°,WSW,20:07:36,25°,NW,20:10:57,11°,N,,,,
,14-Oct,STARLINK-4066,4.8,20:04:02,10°,SSW,20:08:43,35°,SE,20:09:57,30°,ESE,,,,
,14-Oct,STARLINK-4012,5.4,20:04:40,10°,WNW,20:08:23,32°,SW,20:12:07,10°,SSE,,,,
,14-Oct,STARLINK-2242,?,20:04:51,10°,N,20:05:28,12°,NNE,20:05:28,12°,NNE,,,,
,14-Oct,STARLINK-3713,6.4,20:04:55,10°,SSE,20:06:09,11°,SSE,20:07:23,10°,SE,,,,
,14-Oct,STARLINK-3459,?,20:04:55,10°,NW,20:09:01,73°,NE,20:11:41,21°,SE,,,,
,14-Oct,STARLINK-2019,5,20:04:57,10°,N,20:07:06,23°,NNE,20:07:06,23°,NNE,,,,
,14-Oct,STARLINK-4788,5,20:05:17,10°,WNW,20:09:08,39°,SW,20:13:02,10°,SSE,,,,
,14-Oct,STARLINK-3807,5.9,20:05:32,10°,S,20:07:31,13°,SSE,20:08:19,12°,SE,,,,
,14-Oct,STARLINK-2611,5.5,20:05:37,10°,SSW,20:09:19,23°,SE,20:10:26,21°,ESE,,,,
,14-Oct,STARLINK-2103,6.6,20:05:56,10°,WSW,20:08:43,17°,SSW,20:11:36,10°,S,,,,
,14-Oct,STARLINK-1771,6.6,20:05:56,10°,WSW,20:08:31,15°,SSW,20:11:10,10°,S,,,,
,14-Oct,STARLINK-1733,4.6,20:06:02,10°,NNW,20:07:04,20°,NNW,20:07:04,20°,NNW,,,,
,14-Oct,FLOCK 4S 5,?,20:06:11,10°,S,20:09:06,50°,WSW,20:11:58,10°,NNW,,,,
,14-Oct,STARLINK-4759,6.6,20:06:14,10°,WSW,20:08:36,14°,SSW,20:10:59,10°,S,,,,
,14-Oct,STARLINK-1620,5.1,20:06:56,10°,WSW,20:11:21,34°,WNW,20:13:44,19°,N,,,,
,14-Oct,STARLINK-1052,4.1,20:06:57,10°,SW,20:11:24,62°,SE,20:12:57,40°,ENE,,,,
,14-Oct,STARLINK-4205,6.4,20:07:01,10°,W,20:09:18,14°,WNW,20:11:33,10°,NNW,,,,
,14-Oct,STARLINK-3354,?,20:07:03,10°,NNW,20:10:59,47°,NE,20:11:06,47°,ENE,,,,
,14-Oct,STARLINK-1706,5.8,20:07:31,10°,WSW,20:12:14,29°,WNW,20:16:08,12°,N,,,,
,14-Oct,STARLINK-2349,5,20:07:32,10°,S,20:09:48,19°,SSE,20:09:48,19°,SSE,,,,
,14-Oct,STARLINK-3988,6.5,20:07:33,10°,WSW,20:10:14,17°,SW,20:12:56,10°,S,,,,
,14-Oct,STARLINK-2095,8,20:07:34,10°,SW,20:31:50,73°,SE,20:47:35,33°,ENE,,,,
,14-Oct,STARLINK-4552,?,20:07:44,10°,N,20:08:14,12°,N,20:08:14,12°,N,,,,
,14-Oct,STARLINK-2580,6.6,20:07:45,10°,WNW,20:08:34,10°,WNW,20:09:23,10°,NW,,,,
,14-Oct,STARLINK-4106,4,20:07:52,10°,SSW,20:11:51,45°,SE,20:12:30,41°,ESE,,,,
,14-Oct,STARLINK-2006,5.4,20:07:56,10°,S,20:10:24,16°,SE,20:10:37,16°,SE,,,,
,14-Oct,STARLINK-4185,4.5,20:08:01,10°,SSW,20:11:46,34°,SE,20:12:16,32°,ESE,,,,
,14-Oct,STARLINK-1792,4,20:08:10,10°,NNW,20:12:52,60°,NE,20:15:44,24°,ESE,,,,
,14-Oct,STARLINK-4178,5.5,20:08:15,10°,S,20:10:56,17°,SE,20:11:24,16°,SE,,,,
,14-Oct,STARLINK-3958,3.8,20:08:20,10°,NNW,20:12:50,58°,NE,20:14:11,39°,ESE,,,,
,14-Oct,STARLINK-2543,4.4,20:08:21,10°,NW,20:12:34,57°,SW,20:17:03,10°,SE,,,,
,14-Oct,STARLINK-1634,5,20:08:55,10°,SSW,20:13:31,36°,SE,20:14:55,31°,ESE,,,,
,14-Oct,STARLINK-2673,3.8,20:09:03,10°,NNW,20:12:50,46°,NE,20:12:50,46°,NE,,,,
,14-Oct,STARLINK-2488,4.1,20:09:06,10°,NW,20:13:43,68°,SW,20:18:00,10°,SE,,,,
,14-Oct,STARLINK-3323,4,20:09:13,10°,SW,20:13:15,58°,NW,20:14:40,36°,NNE,,,,
,14-Oct,STARLINK-3357,?,20:09:18,10°,SW,20:10:22,11°,SSW,20:11:26,10°,SSW,,,,
,14-Oct,STARLINK-2646,3.6,20:09:21,10°,NW,20:13:28,84°,SW,20:17:20,13°,SE,,,,
,14-Oct,STARLINK-1700,6,20:09:28,10°,SW,20:18:24,84°,SE,20:26:01,27°,NE,,,,
,14-Oct,STARLINK-4757,3.9,20:09:30,10°,NNW,20:12:58,43°,NNE,20:12:58,43°,NNE,,,,
,14-Oct,STARLINK-1978,7.7,20:09:33,10°,SW,20:17:46,24°,SSE,20:27:55,10°,ESE,,,,
,14-Oct,STARLINK-3251,?,20:09:36,10°,SW,20:13:41,75°,NW,20:14:48,46°,NNE,,,,
,14-Oct,STARLINK-1531,5.4,20:09:53,10°,WSW,20:13:41,29°,NW,20:16:20,16°,N,,,,
,14-Oct,STARLINK-1653,5.6,20:09:53,10°,WSW,20:14:02,30°,NW,20:17:46,14°,N,,,,
,14-Oct,STARLINK-2008,5.5,20:10:01,10°,S,20:12:31,16°,SE,20:12:48,16°,SE,,,,
,14-Oct,STARLINK-4744,?,20:10:13,10°,W,20:12:50,20°,SW,20:15:24,10°,S,,,,
,14-Oct,STARLINK-1139,4.6,20:10:18,10°,WSW,20:13:13,29°,NW,20:14:19,23°,NNW,,,,
,14-Oct,STARLINK-4026,5.9,20:10:20,10°,W,20:13:44,24°,SW,20:17:10,10°,SSE,,,,
,14-Oct,STARLINK-4646,4.6,20:10:24,10°,SW,20:16:27,49°,SE,20:17:47,39°,E,,,,
,14-Oct,STARLINK-4090,3.5,20:10:24,10°,SW,20:14:30,77°,SE,20:15:17,55°,ENE,,,,
,14-Oct,STARLINK-2090,5.4,20:10:26,10°,WNW,20:13:43,28°,SW,20:17:03,10°,SSE,,,,
,14-Oct,STARLINK-3320,4.7,20:10:34,10°,SSW,20:14:14,30°,SE,20:14:36,29°,SE,,,,
,14-Oct,STARLINK-1736,4.2,20:10:46,10°,SSW,20:14:33,39°,SE,20:14:54,38°,ESE,,,,
,14-Oct,STARLINK-3609,6.2,20:10:52,10°,SSE,20:11:54,11°,SSE,20:12:54,10°,SE,,,,
,14-Oct,STARLINK-3976,3.6,20:11:03,10°,SW,20:15:03,72°,NW,20:16:05,47°,NNE,,,,
,14-Oct,STARLINK-1616,5.2,20:11:03,10°,WSW,20:13:38,21°,NW,20:15:07,16°,NNW,,,,
,14-Oct,STARLINK-2336,3.4,20:11:09,10°,NNW,20:15:11,65°,NE,20:16:04,49°,ESE,,,,
,14-Oct,STARLINK-1528,5.1,20:11:13,10°,SSW,20:14:09,20°,SE,20:14:12,20°,SE,,,,
,14-Oct,STARLINK-1507,6,20:11:18,10°,W,20:12:53,12°,WNW,20:14:28,10°,NNW,,,,
,14-Oct,STARLINK-2713,?,20:11:28,10°,NNW,20:15:02,46°,NNE,20:15:02,46°,NNE,,,,
,14-Oct,STARLINK-1231,4.4,20:11:50,10°,NNW,20:16:54,62°,NE,20:23:20,10°,SE,,,,
,14-Oct,STARLINK-1958,5.3,20:11:55,10°,SSW,20:15:51,26°,SE,20:16:41,25°,ESE,,,,
,14-Oct,STARLINK-4524,?,20:12:00,10°,WNW,20:16:11,37°,SW,20:20:07,10°,SSE,,,,
,14-Oct,STARLINK-2439,4,20:12:01,10°,SSW,20:15:55,45°,SE,20:16:17,43°,ESE,,,,
,14-Oct,STARLINK-5035,6.4,20:12:06,10°,W,20:15:04,18°,SW,20:18:07,10°,S,,,,
,14-Oct,STARLINK-4193,?,20:12:07,10°,W,20:15:29,24°,SW,20:18:56,10°,SSE,,,,
,14-Oct,STARLINK-1323,7.7,20:12:15,10°,SSW,20:17:35,19°,S,20:26:32,10°,SE,,,,
,14-Oct,STARLINK-4422,6,20:12:17,10°,WSW,20:15:48,22°,NW,20:19:21,10°,N,,,,
,14-Oct,STARLINK-3387,?,20:12:34,10°,W,20:15:41,20°,SW,20:18:51,10°,SSE,,,,
,14-Oct,STARLINK-1449,3.2,20:12:34,10°,NW,20:16:16,87°,SW,20:17:32,39°,SE,,,,
,14-Oct,STARLINK-4743,?,20:12:56,10°,W,20:15:59,20°,SW,20:19:03,10°,S,,,,
,14-Oct,STARLINK-3794,6.7,20:13:08,10°,SW,20:14:30,11°,SSW,20:15:53,10°,SSW,,,,
,14-Oct,STARLINK-3121,5.8,20:13:20,10°,S,20:16:06,16°,SE,20:16:40,16°,SE,,,,
,14-Oct,STARLINK-4195,?,20:13:32,10°,NNW,20:17:35,66°,NE,20:18:22,52°,ESE,,,,
,14-Oct,STARLINK-2575,5.6,20:13:36,10°,S,20:16:13,16°,SE,20:16:29,16°,SE,,,,
,14-Oct,STARLINK-1068,5.8,20:13:36,10°,WSW,20:17:26,26°,NW,20:20:34,13°,N,,,,
,14-Oct,STARLINK-1936,4.6,20:13:47,10°,SSW,20:17:21,30°,SE,20:17:25,30°,SE,,,,
,14-Oct,STARLINK-3114,3.8,20:14:03,10°,SW,20:18:39,80°,SE,20:19:47,51°,NE,,,,
,14-Oct,STARLINK-4756,3.8,20:14:05,10°,NW,20:18:11,70°,SW,20:21:40,14°,SE,,,,
,14-Oct,STARLINK-2162,3.8,20:14:16,10°,SW,20:18:48,84°,NW,20:19:57,49°,NNE,,,,
,14-Oct,STARLINK-1933,5.5,20:15:13,10°,NNW,20:16:18,17°,N,20:16:18,17°,N,,,,
,14-Oct,STARLINK-1722,4.1,20:15:13,10°,SW,20:18:56,48°,NW,20:19:53,38°,N,,,,
,14-Oct,STARLINK-2368,6.4,20:15:18,10°,W,20:18:14,18°,SW,20:21:06,10°,S,,,,
,14-Oct,STARLINK-1487,5.5,20:15:36,10°,W,20:17:59,18°,NW,20:19:33,14°,NNW,,,,
,14-Oct,STARLINK-4088,3.9,20:15:57,10°,SSW,20:19:50,46°,SE,20:19:58,45°,SE,,,,
,14-Oct,STARLINK-4748,4.3,20:16:03,10°,NNW,20:18:35,35°,N,20:18:35,35°,N,,,,
,14-Oct,STARLINK-3841,6,20:16:06,10°,S,20:17:42,12°,SSE,20:17:59,12°,SE,,,,
,14-Oct,FLOCK 4S 25,?,20:16:11,10°,SSW,20:18:42,28°,WSW,20:21:12,10°,NW,,,,
,14-Oct,STARLINK-4781,5.7,20:16:21,10°,W,20:19:54,27°,SW,20:23:29,10°,SSE,,,,
,14-Oct,FALCON 9 DEB,?,20:16:25,10°,WNW,20:17:29,11°,WNW,20:18:33,10°,NW,,,,
,14-Oct,STARLINK-3799,5.9,20:16:43,10°,S,20:18:23,12°,SSE,20:18:38,12°,SE,,,,
,14-Oct,STARLINK-1524,4.9,20:16:49,10°,WNW,20:20:45,42°,SW,20:24:44,10°,SSE,,,,
,14-Oct,STARLINK-2615,3.8,20:16:53,10°,NW,20:21:00,73°,SW,20:23:48,20°,SE,,,,
,14-Oct,STARLINK-1411,8.6,20:16:59,10°,W,20:21:39,13°,NW,20:27:15,10°,NNW,,,,
,14-Oct,STARLINK-4793,5.6,20:17:36,10°,NNW,20:18:29,15°,N,20:18:29,15°,N,,,,
,14-Oct,STARLINK-1121,5.7,20:17:39,10°,WNW,20:21:46,32°,SW,20:26:02,10°,SSE,,,,
,14-Oct,STARLINK-3663,?,20:17:48,10°,W,20:20:05,18°,SW,20:22:28,10°,S,,,,
,14-Oct,STARLINK-4095,6.5,20:17:53,10°,WNW,20:19:18,11°,WNW,20:20:44,10°,NW,,,,
,14-Oct,STARLINK-3332,5,20:17:59,10°,SSW,20:21:12,25°,SE,20:21:12,25°,SE,,,,
,14-Oct,STARLINK-2411,6,20:18:01,10°,S,20:20:46,15°,SSE,20:21:28,15°,SE,,,,
,14-Oct,STARLINK-3858,5.9,20:18:07,10°,N,20:18:57,15°,N,20:18:57,15°,N,,,,
,14-Oct,STARLINK-3978,6.4,20:18:15,10°,WSW,20:20:54,17°,SW,20:23:33,10°,S,,,,
,14-Oct,STARLINK-2456,6,20:18:16,10°,WSW,20:22:27,26°,NW,20:26:05,13°,N,,,,
,14-Oct,STARLINK-4031,6.3,20:18:21,10°,W,20:20:05,12°,WNW,20:21:49,10°,NNW,,,,
,14-Oct,STARLINK-1912,3.7,20:18:41,10°,NW,20:22:52,78°,SW,20:25:15,25°,SE,,,,
,14-Oct,STARLINK-1026,5.5,20:18:41,10°,SSW,20:22:11,21°,SE,20:22:36,21°,SE,,,,
,14-Oct,STARLINK-1228,7.5,20:18:44,10°,SW,20:23:07,13°,SSW,20:26:17,10°,S,,,,
,14-Oct,STARLINK-2624,6.3,20:18:46,10°,S,20:20:20,11°,SSE,20:21:21,11°,SE,,,,
,14-Oct,STARLINK-4133,4.4,20:18:47,10°,SSW,20:22:48,39°,SE,20:22:56,39°,SE,,,,
,14-Oct,STARLINK-2684,5.2,20:18:52,10°,SSW,20:22:19,23°,SE,20:22:22,23°,SE,,,,
,14-Oct,STARLINK-3801,3.6,20:18:54,10°,SW,20:23:17,74°,SE,20:23:50,63°,ENE,,,,
,14-Oct,STARLINK-2043,5,20:19:19,10°,WSW,20:22:46,31°,NW,20:24:09,24°,NNW,,,,
,14-Oct,STARLINK-1074,6.8,20:19:28,10°,WSW,20:22:49,17°,SSW,20:26:09,10°,S,,,,
,14-Oct,STARLINK-1491,5.8,20:19:38,10°,S,20:22:02,15°,SE,20:22:02,15°,SE,,,,
,14-Oct,STARLINK-3244,?,20:19:39,10°,W,20:22:23,17°,WNW,20:24:53,11°,NNW,,,,
,14-Oct,STARLINK-1829,6.8,20:19:49,10°,W,20:24:06,22°,SSW,20:28:44,10°,SSE,,,,
,14-Oct,STARLINK-4520,?,20:19:55,10°,NNW,20:20:48,15°,N,20:20:48,15°,N,,,,
,14-Oct,STARLINK-3328,4.8,20:20:06,10°,SSW,20:23:33,28°,SE,20:23:33,28°,SE,,,,
,14-Oct,STARLINK-3824,5,20:20:17,10°,SSW,20:24:23,29°,SE,20:24:41,29°,SE,,,,
,14-Oct,STARLINK-3144,4.8,20:20:23,10°,WSW,20:22:47,22°,NW,20:23:04,22°,NW,,,,
,14-Oct,STARLINK-2209,5.2,20:20:26,10°,SSW,20:24:07,25°,SE,20:24:14,25°,SE,,,,
,14-Oct,STARLINK-1094,5.6,20:20:27,10°,S,20:23:13,17°,SE,20:23:13,17°,SE,,,,
,14-Oct,STARLINK-3974,6.5,20:20:40,10°,WSW,20:23:10,15°,SW,20:25:39,10°,S,,,,
,14-Oct,STARLINK-5045,5.8,20:20:45,10°,S,20:23:32,16°,SE,20:23:49,16°,SE,,,,
,14-Oct,STARLINK-1444,4,20:21:05,10°,SSW,20:24:37,44°,SE,20:24:37,44°,SE,,,,
,14-Oct,STARLINK-1928,6.3,20:21:08,10°,W,20:24:32,21°,SW,20:28:01,10°,SSE,,,,
,14-Oct,STARLINK-4500,?,20:21:15,10°,WNW,20:25:02,28°,SW,20:28:41,10°,SSE,,,,
,14-Oct,STARLINK-3527,?,20:21:18,10°,NNW,20:24:37,51°,N,20:24:37,51°,N,,,,
,14-Oct,STARLINK-4638,?,20:21:19,10°,WSW,20:23:34,16°,SW,20:25:46,10°,S,,,,
,14-Oct,STARLINK-3953,5.4,20:21:23,10°,NNW,20:22:54,20°,N,20:22:54,20°,N,,,,
,14-Oct,STARLINK-2325,3.4,20:21:25,10°,SW,20:25:26,79°,NW,20:25:42,74°,N,,,,
,14-Oct,STARLINK-2582,5.1,20:21:28,10°,SW,20:27:38,87°,NW,20:31:43,34°,NE,,,,
,14-Oct,STARLINK-2468,5,20:21:39,10°,SSW,20:24:54,26°,SE,20:24:54,26°,SE,,,,
,14-Oct,STARLINK-1646,4.5,20:21:40,10°,WNW,20:25:53,54°,SW,20:30:18,10°,SSE,,,,
,14-Oct,STARLINK-1080,6.3,20:21:40,10°,WSW,20:25:38,22°,NW,20:29:40,10°,N,,,,
,14-Oct,STARLINK-1922,6.8,20:21:44,10°,SW,20:23:28,12°,SSW,20:25:14,10°,S,,,,
